"store","sku","qty","is_in_stock","gia_si","price"
"admin","BT023","100.0000","0","19000.0000","29000.0000"
"admin","DC016","0.0000","0","16000.0000","32000.0000"
"admin","N020","100.0000","0","13000.0000","26000.0000"
"admin","N021","100.0000","0","16000.0000","24000.0000"
"admin","N022","100.0000","0","15000.0000","30000.0000"
"admin","N023","100.0000","0","15000.0000","21000.0000"
"admin","N024","100.0000","0","15000.0000","19000.0000"
"admin","N025","100.0000","0","15000.0000","19000.0000"
"admin","N026","100.0000","0","10000.0000","20000.0000"
"admin","N027","100.0000","0","13000.0000","26000.0000"
"admin","DC017","0.0000","0","12000.0000","24000.0000"
"admin","DC018","0.0000","0","13000.0000","26000.0000"
"admin","DC020","0.0000","0","21000.0000","32000.0000"
"admin","N028","100.0000","0","12000.0000","18000.0000"
"admin","DC021","0.0000","0","37000.0000","56000.0000"
"admin","MK001","100.0000","1","20000.0000","40000.0000"
"admin","BT030","100.0000","0","26000.0000","39000.0000"
"admin","BT031","100.0000","0","28000.0000","42000.0000"
"admin","BT032","100.0000","0","23000.0000","35000.0000"
"admin","DC022","0.0000","0","10000.0000","20000.0000"
"admin","DC023","0.0000","0","22000.0000","32000.0000"
"admin","DC026","0.0000","0","23000.0000","35000.0000"
"admin","DC027","0.0000","0","30000.0000","45000.0000"
"admin","BT024","100.0000","0","26000.0000","39000.0000"
"admin","VT001","100.0000","0","19000.0000","29000.0000"
"admin","VT002","100.0000","0","80000.0000","95000.0000"
"admin","VT003","100.0000","0","32000.0000","42000.0000"
"admin","VT004","100.0000","0","22000.0000","32000.0000"
"admin","BT038","100.0000","0","18000.0000","26000.0000"
"admin","BT036","100.0000","0","17000.0000","25000.0000"
"admin","BT025","100.0000","0","12000.0000","18000.0000"
"admin","BT026","100.0000","0","13000.0000","20000.0000"
"admin","BT027","100.0000","0","12000.0000","18000.0000"
"admin","BT028","100.0000","0","14000.0000","21000.0000"
"admin","BT033","100.0000","0","12000.0000","18000.0000"
"admin","BT034","100.0000","0","15000.0000","22000.0000"
"admin","BT037","100.0000","0","17000.0000","25000.0000"
"admin","BT039","100.0000","0","36000.0000","55000.0000"
"admin","BT040","100.0000","0","16000.0000","24000.0000"
"admin","BT049","100.0000","0","22000.0000","32000.0000"
"admin","BT051","100.0000","0","12000.0000","18000.0000"
"admin","BT052","100.0000","0","17000.0000","26000.0000"
"admin","BT053","100.0000","0","22000.0000","32000.0000"
"admin","DC031","0.0000","0","23000.0000","34000.0000"
"admin","DC032","0.0000","0","25000.0000","50000.0000"
"admin","DC035","0.0000","0","30000.0000","60000.0000"
"admin","DC036","0.0000","0","60000.0000","90000.0000"
"admin","DC037","0.0000","0","40000.0000","80000.0000"
"admin","DC038","0.0000","0","38000.0000","58000.0000"
"admin","DC039","0.0000","0","30000.0000","60000.0000"
"admin","DC040","0.0000","0","47000.0000","71000.0000"
"admin","N029","100.0000","0","15000.0000","19000.0000"
"admin","N030","100.0000","0","16000.0000","24000.0000"
"admin","N031","100.0000","0","16000.0000","24000.0000"
"admin","VT006","100.0000","0","20000.0000","40000.0000"
"admin","VT007","100.0000","0","43000.0000","65000.0000"
"admin","VT008","100.0000","0","36000.0000","54000.0000"
"admin","BT054","100.0000","0","13000.0000","19000.0000"
"admin","BT055","100.0000","0","13000.0000","19000.0000"
"admin","BT056","100.0000","0","13000.0000","19000.0000"
"admin","BT057","100.0000","0","10000.0000","20000.0000"
"admin","VT009","100.0000","0","28000.0000","42000.0000"
"admin","VT010","100.0000","0","36000.0000","75000.0000"
"admin","VT011","100.0000","0","20000.0000","30000.0000"
"admin","VT012","100.0000","0","30000.0000","45000.0000"
"admin","VT013","100.0000","0","24000.0000","36000.0000"
"admin","VT014","100.0000","0","26000.0000","40000.0000"
"admin","VT015","100.0000","0","37000.0000","55000.0000"
"admin","VT016","100.0000","0","37000.0000","55000.0000"
"admin","VT017","100.0000","0","37000.0000","55000.0000"
"admin","VT018","100.0000","0","14000.0000","21000.0000"
"admin","N095","100.0000","0","16000.0000","24000.0000"
"admin","N096","99.0000","1","22000.0000","44000.0000"
"admin","N097","100.0000","0","21000.0000","35000.0000"
"admin","N098","100.0000","0","13000.0000","19000.0000"
"admin","N099","100.0000","0","12000.0000","24000.0000"
"admin","N100","100.0000","0","16000.0000","24000.0000"
"admin","N101","100.0000","1","13000.0000","19000.0000"
"admin","N102","100.0000","1","16000.0000","24000.0000"
"admin","N103","100.0000","0","14000.0000","21000.0000"
"admin","N104","100.0000","0","17000.0000","26000.0000"
"admin","N105","100.0000","1","18000.0000","36000.0000"
"admin","N106","100.0000","0","16000.0000","24000.0000"
"admin","N109","100.0000","0","14000.0000","21000.0000"
"admin","N110","100.0000","0","16000.0000","25000.0000"
"admin","N111","100.0000","0","18000.0000","27000.0000"
"admin","N112","100.0000","1","12000.0000","24000.0000"
"admin","N114","100.0000","0","16000.0000","24000.0000"
"admin","N115","100.0000","0","14000.0000","21000.0000"
"admin","N116","100.0000","0","14000.0000","21000.0000"
"admin","N117","100.0000","0","14000.0000","21000.0000"
"admin","N118","100.0000","0","15000.0000","23000.0000"
"admin","N119","100.0000","1","15000.0000","23000.0000"
"admin","N163","100.0000","0","16000.0000","24000.0000"
"admin","N166","100.0000","0","14000.0000","21000.0000"
"admin","N167","100.0000","0","13000.0000","19000.0000"
"admin","N168","100.0000","0","13000.0000","19000.0000"
"admin","N169","100.0000","0","13000.0000","19000.0000"
"admin","N170","100.0000","0","14000.0000","21000.0000"
"admin","DC149","0.0000","0","29000.0000","44000.0000"
"admin","BA018","100.0000","1","270000.0000","430000.0000"
"admin","BA019","100.0000","0","105000.0000","160000.0000"
"admin","BA020","100.0000","0","150000.0000","250000.0000"
"admin","BA021","100.0000","0","135000.0000","210000.0000"
"admin","BA022","100.0000","1","29000.0000","46000.0000"
"admin","BA023","100.0000","0","75000.0000","120000.0000"
"admin","BA024","100.0000","0","55000.0000","85000.0000"
"admin","BA025","100.0000","0","87000.0000","150000.0000"
"admin","BA026","100.0000","0","149000.0000","250000.0000"
"admin","BA027","100.0000","0","180000.0000","300000.0000"
"admin","BA028","100.0000","0","220000.0000","350000.0000"
"admin","BA029","100.0000","0","210000.0000","390000.0000"
"admin","BT290","100.0000","0","15000.0000","23000.0000"
"admin","BT291","100.0000","0","11000.0000","17000.0000"
"admin","BT292","100.0000","0","25000.0000","45000.0000"
"admin","BT293","100.0000","0","15000.0000","22000.0000"
"admin","BT294","100.0000","0","14000.0000","25000.0000"
"admin","BT295","100.0000","0","16000.0000","28000.0000"
"admin","BT296","100.0000","0","16000.0000","28000.0000"
"admin","BT297","100.0000","0","15000.0000","24000.0000"
"admin","BT298","100.0000","0","16000.0000","28000.0000"
"admin","BT299","100.0000","0","18000.0000","35000.0000"
"admin","BT300","100.0000","0","18000.0000","35000.0000"
"admin","BT301","100.0000","0","13000.0000","26000.0000"
"admin","BT303","100.0000","0","24000.0000","42000.0000"
"admin","BT304","100.0000","0","26000.0000","49000.0000"
"admin","BT305","100.0000","0","26000.0000","49000.0000"
"admin","BT306","100.0000","1","32000.0000","56000.0000"
"admin","BT309","100.0000","0","20000.0000","40000.0000"
"admin","BT310","100.0000","0","22000.0000","45000.0000"
"admin","BT311","100.0000","0","20000.0000","40000.0000"
"admin","BT312","100.0000","0","22000.0000","45000.0000"
"admin","BT313","100.0000","0","20000.0000","40000.0000"
"admin","BT314","100.0000","0","25000.0000","50000.0000"
"admin","BT315","100.0000","0","25000.0000","50000.0000"
"admin","BT316","100.0000","0","20000.0000","40000.0000"
"admin","BT317","100.0000","0","20000.0000","40000.0000"
"admin","VT091","100.0000","0","17000.0000","30000.0000"
"admin","VT092","100.0000","0","17000.0000","30000.0000"
"admin","VT093","100.0000","0","20000.0000","35000.0000"
"admin","VT094","100.0000","0","20000.0000","35000.0000"
"admin","VT095","100.0000","0","16000.0000","27000.0000"
"admin","VT096","100.0000","0","25000.0000","40000.0000"
"admin","BT318","100.0000","0","12000.0000","24000.0000"
"admin","BT319","100.0000","0","13000.0000","26000.0000"
"admin","BT320","100.0000","0","10000.0000","20000.0000"
"admin","BT321","100.0000","1","10000.0000","20000.0000"
"admin","BT322","100.0000","0","18000.0000","36000.0000"
"admin","BT323","100.0000","0","20000.0000","40000.0000"
"admin","BT324","100.0000","0","30000.0000","60000.0000"
"admin","BT325","100.0000","0","20000.0000","40000.0000"
"admin","BT326","100.0000","0","25000.0000","50000.0000"
"admin","BT327","100.0000","0","25000.0000","50000.0000"
"admin","BT328","100.0000","0","20000.0000","40000.0000"
"admin","BT329","100.0000","0","14000.0000","28000.0000"
"admin","BT330","100.0000","0","15000.0000","30000.0000"
"admin","BT331","100.0000","0","18000.0000","36000.0000"
"admin","BT332","100.0000","0","15000.0000","30000.0000"
"admin","DC171","0.0000","0","40000.0000","80000.0000"
"admin","DC172","0.0000","0","40000.0000","80000.0000"
"admin","DC173","0.0000","0","30000.0000","60000.0000"
"admin","DC174","0.0000","0","13000.0000","26000.0000"
"admin","BA032","100.0000","0","40000.0000","80000.0000"
"admin","BA033","100.0000","0","40000.0000","80000.0000"
"admin","BA034","100.0000","0","40000.0000","80000.0000"
"admin","BA036","100.0000","0","90000.0000","150000.0000"
"admin","BA037","100.0000","0","110000.0000","180000.0000"
"admin","BA038","100.0000","0","150000.0000","220000.0000"
"admin","BA039","100.0000","0","160000.0000","270000.0000"
"admin","BA040","100.0000","0","160000.0000","270000.0000"
"admin","BA042","100.0000","0","180000.0000","320000.0000"
"admin","BA044","100.0000","0","180000.0000","320000.0000"
"admin","BA045","100.0000","1","210000.0000","350000.0000"
"admin","BA046","100.0000","0","210000.0000","350000.0000"
"admin","BA047","100.0000","0","210000.0000","350000.0000"
"admin","BA051","100.0000","0","240000.0000","410000.0000"
"admin","BA053","100.0000","0","240000.0000","410000.0000"
"admin","BA055","100.0000","0","240000.0000","410000.0000"
"admin","N174","100.0000","0","25000.0000","50000.0000"
"admin","VT099","100.0000","0","25000.0000","50000.0000"
"admin","VT100","100.0000","0","18000.0000","36000.0000"
"admin","VT101","100.0000","0","15000.0000","30000.0000"
"admin","VT102","100.0000","0","20000.0000","40000.0000"
"admin","VT103","100.0000","0","25000.0000","50000.0000"
"admin","N172","100.0000","0","20000.0000","40000.0000"
"admin","N173","100.0000","0","24000.0000","48000.0000"
"admin","N175","100.0000","0","15000.0000","30000.0000"
"admin","N176","100.0000","0","12000.0000","24000.0000"
"admin","N177","100.0000","0","10000.0000","20000.0000"
"admin","N178","100.0000","0","10000.0000","20000.0000"
"admin","DC163","0.0000","0","14000.0000","28000.0000"
"admin","DC164","0.0000","0","15000.0000","30000.0000"
"admin","DC165","0.0000","1","15000.0000","30000.0000"
"admin","DC166","0.0000","0","20000.0000","40000.0000"
"admin","DC167","0.0000","0","18000.0000","36000.0000"
"admin","DC168","3.0000","1","17000.0000","34000.0000"
"admin","DC169","0.0000","0","18000.0000","36000.0000"
"admin","DC170","0.0000","0","18000.0000","36000.0000"
"admin","N179","100.0000","1","10000.0000","20000.0000"
"admin","N180","100.0000","0","10000.0000","20000.0000"
"admin","N182","100.0000","1","10000.0000","20000.0000"
"admin","N183","98.0000","1","10000.0000","20000.0000"
"admin","N184","100.0000","0","10000.0000","20000.0000"
"admin","N185","100.0000","0","10000.0000","20000.0000"
"admin","N186","100.0000","0","10000.0000","20000.0000"
"admin","N187","100.0000","0","10000.0000","20000.0000"
"admin","N188","100.0000","1","10000.0000","20000.0000"
"admin","N189","100.0000","1","10000.0000","20000.0000"
"admin","N190","100.0000","0","10000.0000","20000.0000"
"admin","N191","100.0000","0","10000.0000","20000.0000"
"admin","N192","100.0000","0","10000.0000","20000.0000"
"admin","N193","100.0000","0","10000.0000","20000.0000"
"admin","N194","100.0000","0","10000.0000","20000.0000"
"admin","N195","100.0000","0","10000.0000","20000.0000"
"admin","N196","100.0000","0","12000.0000","24000.0000"
"admin","N197","100.0000","0","11000.0000","22000.0000"
"admin","N198","100.0000","0","10000.0000","20000.0000"
"admin","N199","100.0000","0","10000.0000","20000.0000"
"admin","N200","100.0000","0","10000.0000","20000.0000"
"admin","N201","100.0000","0","12000.0000","24000.0000"
"admin","N202","100.0000","0","10000.0000","20000.0000"
"admin","N203","100.0000","0","12000.0000","24000.0000"
"admin","N204","100.0000","0","13000.0000","26000.0000"
"admin","N205","100.0000","0","12000.0000","24000.0000"
"admin","N206","100.0000","0","12000.0000","24000.0000"
"admin","N207","100.0000","0","12000.0000","24000.0000"
"admin","N208","100.0000","0","12000.0000","24000.0000"
"admin","DC151","0.0000","0","35000.0000","70000.0000"
"admin","DC152","0.0000","0","40000.0000","80000.0000"
"admin","DC154","0.0000","0","45000.0000","90000.0000"
"admin","DC155","0.0000","0","40000.0000","80000.0000"
"admin","DC156","0.0000","0","40000.0000","80000.0000"
"admin","DC157","0.0000","0","25000.0000","50000.0000"
"admin","DC158","0.0000","0","30000.0000","60000.0000"
"admin","DC159","0.0000","0","20000.0000","40000.0000"
"admin","DC160","0.0000","0","20000.0000","40000.0000"
"admin","DC183","0.0000","0","35000.0000","70000.0000"
"admin","CS001","100.0000","1","66666.0000","100000.0000"
"admin","CS002","100.0000","1","100000.0000","150000.0000"
"admin","CS003","100.0000","1","33332.0000","50000.0000"
"admin","CS004","100.0000","1","53332.0000","80000.0000"
"admin","CS005","100.0000","1","33332.0000","50000.0000"
"admin","DC184","0.0000","0","40000.0000","80000.0000"
"admin","DC185","0.0000","0","35000.0000","70000.0000"
"admin","DC186","0.0000","0","40000.0000","80000.0000"
"admin","DC187","0.0000","0","35000.0000","70000.0000"
"admin","DC188","0.0000","0","25000.0000","50000.0000"
"admin","DC189","0.0000","0","40000.0000","80000.0000"
"admin","DC190","0.0000","0","33000.0000","66000.0000"
"admin","BA012","100.0000","0","150000.0000","210000.0000"
"admin","BT347","100.0000","0","8000.0000","16000.0000"
"admin","BT348","100.0000","0","10000.0000","20000.0000"
"admin","BT349","100.0000","0","12000.0000","24000.0000"
"admin","BT350","100.0000","0","20000.0000","40000.0000"
"admin","N210","100.0000","0","30000.0000","60000.0000"
"admin","N211","100.0000","0","15000.0000","30000.0000"
"admin","BT345","100.0000","0","25000.0000","50000.0000"
"admin","BT351","100.0000","0","15000.0000","30000.0000"
"admin","BT002","100.0000","0","14000.0000","21000.0000"
"admin","BT003","100.0000","0","13000.0000","26000.0000"
"admin","BT004","100.0000","0","13000.0000","19000.0000"
"admin","BT005","100.0000","0","15000.0000","19000.0000"
"admin","BT006","100.0000","0","19000.0000","29000.0000"
"admin","BT007","100.0000","0","25000.0000","35000.0000"
"admin","BT008","100.0000","0","25000.0000","35000.0000"
"admin","BT009","100.0000","0","15000.0000","20000.0000"
"admin","BT010","100.0000","1","37000.0000","47000.0000"
"admin","DC001","0.0000","0","30000.0000","45000.0000"
"admin","DC002","0.0000","0","32000.0000","49000.0000"
"admin","DC003","0.0000","0","49000.0000","59000.0000"
"admin","DC004","0.0000","0","43000.0000","65000.0000"
"admin","DC005","0.0000","0","50000.0000","75000.0000"
"admin","DC006","0.0000","0","39000.0000","49000.0000"
"admin","DC007","0.0000","0","43000.0000","65000.0000"
"admin","BT001","100.0000","0","15000.0000","22000.0000"
"admin","BT029","100.0000","0","19000.0000","29000.0000"
"admin","BT022","100.0000","0","15000.0000","19000.0000"
"admin","BT035","100.0000","0","19000.0000","29000.0000"
"admin","BT045","100.0000","0","13000.0000","26000.0000"
"admin","BT046","100.0000","0","13000.0000","26000.0000"
"admin","BT047","100.0000","0","13000.0000","19000.0000"
"admin","VT019","100.0000","0","18000.0000","27000.0000"
"admin","VT020","100.0000","0","24000.0000","35000.0000"
"admin","VT021","100.0000","0","24000.0000","35000.0000"
"admin","DC042","0.0000","0","20000.0000","29000.0000"
"admin","DC043","0.0000","0","32000.0000","47000.0000"
"admin","DC044","0.0000","0","20000.0000","30000.0000"
"admin","DC045","0.0000","0","17000.0000","25000.0000"
"admin","DC046","0.0000","0","22000.0000","44000.0000"
"admin","DC047","2.0000","1","17000.0000","25000.0000"
"admin","DC048","0.0000","0","45000.0000","68000.0000"
"admin","DC049","0.0000","0","16000.0000","24000.0000"
"admin","DC050","0.0000","0","16000.0000","24000.0000"
"admin","DC051","0.0000","0","17000.0000","25000.0000"
"admin","DC052","0.0000","0","17000.0000","25000.0000"
"admin","DC053","0.0000","0","20000.0000","30000.0000"
"admin","DC054","0.0000","0","36000.0000","55000.0000"
"admin","DC055","0.0000","0","17000.0000","25000.0000"
"admin","DC056","0.0000","0","17000.0000","25000.0000"
"admin","DC057","0.0000","0","17000.0000","25000.0000"
"admin","DC058","0.0000","0","16000.0000","24000.0000"
"admin","DC059","0.0000","0","36000.0000","54000.0000"
"admin","DC060","0.0000","0","30000.0000","60000.0000"
"admin","DC061","0.0000","0","36000.0000","55000.0000"
"admin","DC062","0.0000","0","27000.0000","40000.0000"
"admin","DC063","0.0000","0","26000.0000","39000.0000"
"admin","DC064","0.0000","0","26000.0000","39000.0000"
"admin","DC065","0.0000","0","24000.0000","36000.0000"
"admin","DC066","0.0000","0","24000.0000","35000.0000"
"admin","DC067","0.0000","0","21000.0000","31000.0000"
"admin","DC068","0.0000","0","17000.0000","25000.0000"
"admin","DC069","0.0000","0","30000.0000","45000.0000"
"admin","DC070","0.0000","0","28000.0000","42000.0000"
"admin","DC071","0.0000","0","22000.0000","32000.0000"
"admin","DC072","0.0000","0","20000.0000","30000.0000"
"admin","DC073","2.0000","1","10000.0000","20000.0000"
"admin","DC074","0.0000","0","24000.0000","35000.0000"
"admin","DC075","0.0000","0","53000.0000","80000.0000"
"admin","DC076","0.0000","0","38000.0000","58000.0000"
"admin","BT058","100.0000","0","13000.0000","19000.0000"
"admin","BT059","100.0000","0","14000.0000","20000.0000"
"admin","BT060","100.0000","0","14000.0000","21000.0000"
"admin","BT061","100.0000","0","14000.0000","20000.0000"
"admin","BT062","100.0000","0","14000.0000","21000.0000"
"admin","BT063","100.0000","1","16000.0000","23000.0000"
"admin","BT064","100.0000","1","17000.0000","25000.0000"
"admin","BT065","100.0000","0","13000.0000","19000.0000"
"admin","BT066","100.0000","0","14000.0000","20000.0000"
"admin","BT067","100.0000","0","16000.0000","23000.0000"
"admin","BT068","100.0000","0","18000.0000","27000.0000"
"admin","BT069","100.0000","0","20000.0000","30000.0000"
"admin","BT070","100.0000","0","13000.0000","19000.0000"
"admin","BT071","100.0000","0","13000.0000","19000.0000"
"admin","BT072","100.0000","0","12000.0000","24000.0000"
"admin","BT073","100.0000","0","17000.0000","25000.0000"
"admin","BT074","100.0000","0","17000.0000","34000.0000"
"admin","BT075","100.0000","0","17000.0000","25000.0000"
"admin","BT076","100.0000","0","18000.0000","27000.0000"
"admin","BT077","100.0000","0","18000.0000","27000.0000"
"admin","BT078","100.0000","0","18000.0000","27000.0000"
"admin","BT079","100.0000","0","20000.0000","30000.0000"
"admin","BT080","100.0000","0","18000.0000","27000.0000"
"admin","BT081","100.0000","0","18000.0000","27000.0000"
"admin","BT082","100.0000","0","13000.0000","19000.0000"
"admin","BT083","100.0000","0","13000.0000","19000.0000"
"admin","BT084","100.0000","0","13000.0000","19000.0000"
"admin","BT085","100.0000","0","14000.0000","21000.0000"
"admin","BT086","100.0000","0","13000.0000","19000.0000"
"admin","BT087","100.0000","0","13000.0000","19000.0000"
"admin","BT088","100.0000","0","13000.0000","19000.0000"
"admin","BT089","100.0000","0","10000.0000","20000.0000"
"admin","BT090","100.0000","0","14000.0000","21000.0000"
"admin","BT091","100.0000","0","14000.0000","21000.0000"
"admin","BT092","100.0000","0","14000.0000","21000.0000"
"admin","BT093","100.0000","0","16000.0000","23000.0000"
"admin","BT094","100.0000","0","16000.0000","23000.0000"
"admin","BT095","100.0000","0","14000.0000","21000.0000"
"admin","BT096","100.0000","0","17000.0000","25000.0000"
"admin","BT097","100.0000","0","17000.0000","25000.0000"
"admin","BT098","100.0000","0","13000.0000","19000.0000"
"admin","BT099","100.0000","0","13000.0000","19000.0000"
"admin","BT100","100.0000","0","13000.0000","19000.0000"
"admin","KT001","100.0000","0","8000.0000","12000.0000"
"admin","KT002","100.0000","0","10000.0000","15000.0000"
"admin","KT003","100.0000","0","8000.0000","12000.0000"
"admin","KT004","100.0000","0","12000.0000","18000.0000"
"admin","KT005","100.0000","0","8000.0000","12000.0000"
"admin","KT006","100.0000","0","5000.0000","10000.0000"
"admin","KT007","100.0000","0","11000.0000","16000.0000"
"admin","KT008","100.0000","0","10000.0000","15000.0000"
"admin","KT009","100.0000","0","5000.0000","10000.0000"
"admin","KT010","100.0000","0","20000.0000","40000.0000"
"admin","KT011","100.0000","0","16000.0000","24000.0000"
"admin","KT012","100.0000","0","16000.0000","24000.0000"
"admin","KT013","100.0000","0","8000.0000","12000.0000"
"admin","KT014","100.0000","0","12000.0000","18000.0000"
"admin","KT015","100.0000","0","10000.0000","15000.0000"
"admin","KT016","100.0000","0","8000.0000","12000.0000"
"admin","KT017","100.0000","0","5000.0000","10000.0000"
"admin","KT018","100.0000","0","8000.0000","12000.0000"
"admin","KT019","100.0000","0","8000.0000","12000.0000"
"admin","KT020","100.0000","0","10000.0000","15000.0000"
"admin","KT021","100.0000","0","4000.0000","8000.0000"
"admin","KT022","100.0000","0","5000.0000","10000.0000"
"admin","BT101","100.0000","0","28000.0000","42000.0000"
"admin","BT102","100.0000","0","17000.0000","25000.0000"
"admin","BT103","100.0000","0","26000.0000","40000.0000"
"admin","BT104","100.0000","0","23000.0000","35000.0000"
"admin","BT105","100.0000","0","24000.0000","36000.0000"
"admin","BT106","100.0000","0","26000.0000","40000.0000"
"admin","BT107","100.0000","0","53000.0000","80000.0000"
"admin","BT108","100.0000","0","66000.0000","99000.0000"
"admin","BT109","100.0000","0","28000.0000","42000.0000"
"admin","BT041","100.0000","0","12000.0000","17000.0000"
"admin","BT044","100.0000","0","18000.0000","26000.0000"
"admin","BT050","100.0000","0","16000.0000","23000.0000"
"admin","BT111","100.0000","0","13000.0000","19000.0000"
"admin","BT112","100.0000","0","14000.0000","21000.0000"
"admin","BT113","100.0000","0","14000.0000","21000.0000"
"admin","BT114","100.0000","0","12000.0000","17000.0000"
"admin","BT115","100.0000","0","14000.0000","20000.0000"
"admin","BT116","100.0000","0","13000.0000","19000.0000"
"admin","BT117","100.0000","0","10000.0000","20000.0000"
"admin","BT120","100.0000","0","10000.0000","15000.0000"
"admin","BT121","100.0000","0","8000.0000","16000.0000"
"admin","DC077","0.0000","0","33000.0000","50000.0000"
"admin","VT022","100.0000","0","20000.0000","30000.0000"
"admin","VT023","100.0000","0","17000.0000","25000.0000"
"admin","VT024","100.0000","0","18000.0000","27000.0000"
"admin","VT025","100.0000","0","20000.0000","30000.0000"
"admin","VT026","100.0000","0","23000.0000","35000.0000"
"admin","BT118","100.0000","0","14000.0000","21000.0000"
"admin","BT119","100.0000","0","14000.0000","21000.0000"
"admin","BT122","100.0000","0","16000.0000","24000.0000"
"admin","BT123","100.0000","0","16000.0000","24000.0000"
"admin","BT124","100.0000","0","16000.0000","24000.0000"
"admin","BT125","100.0000","0","16000.0000","24000.0000"
"admin","BT126","100.0000","0","12000.0000","24000.0000"
"admin","BT127","100.0000","0","17000.0000","26000.0000"
"admin","BT128","100.0000","0","18000.0000","28000.0000"
"admin","BT129","100.0000","0","23000.0000","35000.0000"
"admin","BT130","100.0000","0","22000.0000","44000.0000"
"admin","BT131","100.0000","0","14000.0000","21000.0000"
"admin","BT132","100.0000","0","13000.0000","19000.0000"
"admin","BT133","100.0000","0","14000.0000","21000.0000"
"admin","BT134","100.0000","0","14000.0000","21000.0000"
"admin","BT135","100.0000","0","14000.0000","21000.0000"
"admin","BT136","100.0000","0","18000.0000","27000.0000"
"admin","BT137","100.0000","0","20000.0000","30000.0000"
"admin","BT138","100.0000","0","20000.0000","30000.0000"
"admin","BT139","100.0000","0","20000.0000","30000.0000"
"admin","BT140","100.0000","0","13000.0000","19000.0000"
"admin","BT141","100.0000","0","13000.0000","19000.0000"
"admin","BT142","100.0000","0","13000.0000","19000.0000"
"admin","BT143","100.0000","0","13000.0000","19000.0000"
"admin","BT144","100.0000","0","14000.0000","21000.0000"
"admin","BT145","100.0000","0","18000.0000","27000.0000"
"admin","BT146","100.0000","0","13000.0000","19000.0000"
"admin","BT147","100.0000","0","13000.0000","19000.0000"
"admin","BT148","100.0000","0","14000.0000","28000.0000"
"admin","BT149","100.0000","0","17000.0000","26000.0000"
"admin","BT150","100.0000","0","20000.0000","30000.0000"
"admin","BT151","100.0000","0","24000.0000","36000.0000"
"admin","BT152","100.0000","0","24000.0000","36000.0000"
"admin","BT153","100.0000","1","16000.0000","24000.0000"
"admin","CA004","100.0000","0","35000.0000","70000.0000"
"admin","CA005","100.0000","0","50000.0000","100000.0000"
"admin","CA006","100.0000","0","35000.0000","70000.0000"
"admin","CA007","100.0000","0","35000.0000","70000.0000"
"admin","CA008","100.0000","0","35000.0000","70000.0000"
"admin","CA009","100.0000","0","35000.0000","70000.0000"
"admin","DC179","0.0000","0","12000.0000","24000.0000"
"admin","DC191","0.0000","0","15000.0000","30000.0000"
"admin","DC192","0.0000","0","15000.0000","30000.0000"
"admin","DC193","0.0000","0","25000.0000","50000.0000"
